"Customer_ID","Customer_Name","Email","Phone","Join_Date","City","State","Region_ID","Customer_Type","Credit_Limit","Status"
"C000077","Divya Menon","customer77@example.com","9000000077","2025-11-17","City 77","Kerala","R018","SMB","475000","Active"
"C000078","Neha Singh","customer78@example.com","9000000078","2025-11-18","City 78","Rajasthan","R019","Enterprise","500000","Active"
"C000079","Arjun Rao","customer79@example.com","9000000079","2025-11-19","City 79","Uttar Pradesh","R020","Enterprise","525000","Active"
"C000080","Rahul Verma","customer80@example.com","9000000080","2025-11-20","City 80","Karnataka","R001","SMB","50000","Active"
"C000081","Neha Singh","customer81@example.com","9000000081","2025-11-21","City 81","Tamil Nadu","R002","Retail","75000","Active"
"C000082","Anitha Iyer","customer82@example.com","9000000082","2025-11-22","City 82","Maharashtra","R003","SMB","100000","Active"
"C000083","Anitha Iyer","customer83@example.com","9000000083","2025-11-23","City 83","Delhi","R004","SMB","125000","Active"
"C000084","Vijay Kumar","customer84@example.com","9000000084","2025-11-24","City 84","West Bengal","R005","Retail","150000","Active"
"C000085","Rahul Verma","customer85@example.com","9000000085","2025-11-25","City 85","Telangana","R006","Retail","175000","Active"
"C000086","Divya Menon","customer86@example.com","9000000086","2025-11-26","City 86","Gujarat","R007","SMB","200000","Active"
"C000087","Divya Menon","customer87@example.com","9000000087","2025-11-27","City 87","Kerala","R008","Enterprise","225000","Active"
"C000088","Karthik Raj","customer88@example.com","9000000088","2025-11-28","City 88","Rajasthan","R009","SMB","250000","Active"
"C000089","Priya Nair","customer89@example.com","9000000089","2025-11-29","City 89","Uttar Pradesh","R010","Enterprise","275000","Active"
"C000090","Vijay Kumar","customer90@example.com","9000000090","2025-11-30","City 90","Karnataka","R011","Enterprise","300000","Active"
"C000091","Rahul Verma","customer91@example.com","9000000091","2025-12-01","City 91","Tamil Nadu","R012","Retail","325000","Active"
"C000092","Neha Singh","customer92@example.com","9000000092","2025-12-02","City 92","Maharashtra","R013","Retail","350000","Active"
"C000093","Karthik Raj","customer93@example.com","9000000093","2025-12-03","City 93","Delhi","R014","SMB","375000","Inactive"
"C000094","Anitha Iyer","customer94@example.com","9000000094","2025-12-04","City 94","West Bengal","R015","Enterprise","400000","Active"
"C000095","Karthik Raj","customer95@example.com","9000000095","2025-12-05","City 95","Telangana","R016","Retail","425000","Active"
"C000096","Priya Nair","customer96@example.com","9000000096","2025-12-06","City 96","Gujarat","R017","SMB","450000","Active"
"C000097","Divya Menon","customer97@example.com","9000000097","2025-12-07","City 97","Kerala","R018","SMB","475000","Active"
"C000098","Divya Menon","customer98@example.com","9000000098","2025-12-08","City 98","Rajasthan","R019","SMB","500000","Active"
"C000099","Vijay Kumar","customer99@example.com","9000000099","2025-12-09","City 99","Uttar Pradesh","R020","Retail","525000","Active"
"C000100","Meera Patel","customer100@example.com","9000000100","2025-12-10","City 100","Karnataka","R001","SMB","50000","Active"
"C000101","Meera Patel","customer101@example.com","9000000101","2025-12-11","City 101","Tamil Nadu","R002","Enterprise","75000","Active"
"C000102","Arjun Rao","customer102@example.com","9000000102","2025-12-12","City 102","Maharashtra","R003","Retail","100000","Active"
"C000103","Karthik Raj","customer103@example.com","9000000103","2025-12-13","City 103","Delhi","R004","Retail","125000","Active"
"C000104","Vijay Kumar","customer104@example.com","9000000104","2025-12-14","City 104","West Bengal","R005","SMB","150000","Active"
"C000105","Priya Nair","customer105@example.com","9000000105","2025-12-15","City 105","Telangana","R006","Retail","175000","Active"
"C000106","Divya Menon","customer106@example.com","9000000106","2025-12-16","City 106","Gujarat","R007","Retail","200000","Active"
"C000107","Neha Singh","customer107@example.com","9000000107","2025-12-17","City 107","Kerala","R008","SMB","225000","Active"
"C000108","Neha Singh","customer108@example.com","9000000108","2025-12-18","City 108","Rajasthan","R009","Enterprise","250000","Active"
"C000109","Neha Singh","customer109@example.com","9000000109","2025-12-19","City 109","Uttar Pradesh","R010","Retail","275000","Active"
"C000110","Aarav Sharma","customer110@example.com","9000000110","2025-12-20","City 110","Karnataka","R011","Enterprise","300000","Active"
"C000111","Aarav Sharma","customer111@example.com","9000000111","2025-12-21","City 111","Tamil Nadu","R012","SMB","325000","Active"
"C000112","Aarav Sharma","customer112@example.com","9000000112","2025-12-22","City 112","Maharashtra","R013","SMB","350000","Active"
"C000113","Vijay Kumar","customer113@example.com","9000000113","2025-12-23","City 113","Delhi","R014","Enterprise","375000","Active"
"C000114","Aarav Sharma","customer114@example.com","9000000114","2025-12-24","City 114","West Bengal","R015","Retail","400000","Active"
"C000115","Vijay Kumar","customer115@example.com","9000000115","2025-12-25","City 115","Telangana","R016","SMB","425000","Active"
"C000116","Vijay Kumar","customer116@example.com","9000000116","2025-12-26","City 116","Gujarat","R017","Enterprise","450000","Active"
"C000117","Aarav Sharma","customer117@example.com","9000000117","2025-12-27","City 117","Kerala","R018","SMB","475000","Active"
"C000118","Priya Nair","customer118@example.com","9000000118","2025-12-28","City 118","Rajasthan","R019","Enterprise","500000","Active"
"C000119","Neha Singh","customer119@example.com","9000000119","2025-12-29","City 119","Uttar Pradesh","R020","Enterprise","525000","Active"
"C000120","Arjun Rao","customer120@example.com","9000000120","2025-12-30","City 0","Karnataka","R001","Retail","50000","Active"
"C000121","Aarav Sharma","customer121@example.com","9000000121","2025-12-31","City 1","Tamil Nadu","R002","SMB","75000","Active"
"C000122","Divya Menon","customer122@example.com","9000000122","2026-01-01","City 2","Maharashtra","R003","SMB","100000","Active"
"C000123","Arjun Rao","customer123@example.com","9000000123","2026-01-02","City 3","Delhi","R004","SMB","125000","Active"
"C000124","Anitha Iyer","customer124@example.com","9000000124","2026-01-03","City 4","West Bengal","R005","Retail","150000","Inactive"
"C000125","Aarav Sharma","customer125@example.com","9000000125","2026-01-04","City 5","Telangana","R006","Retail","175000","Active"
"C000126","Karthik Raj","customer126@example.com","9000000126","2026-01-05","City 6","Gujarat","R007","SMB","200000","Active"
"C000127","Priya Nair","customer127@example.com","9000000127","2026-01-06","City 7","Kerala","R008","Enterprise","225000","Active"
"C000128","Divya Menon","customer128@example.com","9000000128","2026-01-07","City 8","Rajasthan","R009","SMB","250000","Active"
"C000129","Divya Menon","customer129@example.com","9000000129","2026-01-08","City 9","Uttar Pradesh","R010","SMB","275000","Active"
"C000130","Vijay Kumar","customer130@example.com","9000000130","2026-01-09","City 10","Karnataka","R011","Retail","300000","Active"
"C000131","Karthik Raj","customer131@example.com","9000000131","2026-01-10","City 11","Tamil Nadu","R012","SMB","325000","Active"
"C000132","Aarav Sharma","customer132@example.com","9000000132","2026-01-11","City 12","Maharashtra","R013","Retail","350000","Active"
"C000133","Arjun Rao","customer133@example.com","9000000133","2026-01-12","City 13","Delhi","R014","Enterprise","375000","Active"
"C000134","Anitha Iyer","customer134@example.com","9000000134","2026-01-13","City 14","West Bengal","R015","Retail","400000","Active"
"C000135","Anitha Iyer","customer135@example.com","9000000135","2026-01-14","City 15","Telangana","R016","Enterprise","425000","Active"
"C000136","Arjun Rao","customer136@example.com","9000000136","2026-01-15","City 16","Gujarat","R017","SMB","450000","Active"
"C000137","Arjun Rao","customer137@example.com","9000000137","2026-01-16","City 17","Kerala","R018","SMB","475000","Active"
"C000138","Aarav Sharma","customer138@example.com","9000000138","2026-01-17","City 18","Rajasthan","R019","Enterprise","500000","Active"
"C000139","Aarav Sharma","customer139@example.com","9000000139","2026-01-18","City 19","Uttar Pradesh","R020","SMB","525000","Active"
"C000140","Vijay Kumar","customer140@example.com","9000000140","2026-01-19","City 20","Karnataka","R001","Enterprise","50000","Active"
"C000141","Divya Menon","customer141@example.com","9000000141","2026-01-20","City 21","Tamil Nadu","R002","Retail","75000","Active"
"C000142","Arjun Rao","customer142@example.com","9000000142","2026-01-21","City 22","Maharashtra","R003","Retail","100000","Active"
"C000143","Rahul Verma","customer143@example.com","9000000143","2026-01-22","City 23","Delhi","R004","SMB","125000","Active"
"C000144","Karthik Raj","customer144@example.com","9000000144","2026-01-23","City 24","West Bengal","R005","SMB","150000","Active"
"C000145","Aarav Sharma","customer145@example.com","9000000145","2026-01-24","City 25","Telangana","R006","Enterprise","175000","Active"
"C000146","Priya Nair","customer146@example.com","9000000146","2026-01-25","City 26","Gujarat","R007","Enterprise","200000","Active"
"C000147","Arjun Rao","customer147@example.com","9000000147","2026-01-26","City 27","Kerala","R008","SMB","225000","Active"
"C000148","Aarav Sharma","customer148@example.com","9000000148","2026-01-27","City 28","Rajasthan","R009","SMB","250000","Active"
"C000149","Vijay Kumar","customer149@example.com","9000000149","2026-01-28","City 29","Uttar Pradesh","R010","Enterprise","275000","Active"
"C000150","Priya Nair","customer150@example.com","9000000150","2026-01-29","City 30","Karnataka","R011","Enterprise","300000","Active"
"C000151","Divya Menon","customer151@example.com","9000000151","2026-01-30","City 31","Tamil Nadu","R012","Enterprise","325000","Active"
"C000152","Vijay Kumar","customer152@example.com","9000000152","2026-01-31","City 32","Maharashtra","R013","Enterprise","350000","Active"
"C000153","Vijay Kumar","customer153@example.com","9000000153","2026-02-01","City 33","Delhi","R014","SMB","375000","Active"
"C000154","Vijay Kumar","customer154@example.com","9000000154","2026-02-02","City 34","West Bengal","R015","Enterprise","400000","Active"
"C000155","Arjun Rao","customer155@example.com","9000000155","2026-02-03","City 35","Telangana","R016","Enterprise","425000","Inactive"
"C000156","Priya Nair","customer156@example.com","9000000156","2026-02-04","City 36","Gujarat","R017","Retail","450000","Active"
"C000157","Karthik Raj","customer157@example.com","9000000157","2026-02-05","City 37","Kerala","R018","Retail","475000","Active"
"C000158","Neha Singh","customer158@example.com","9000000158","2026-02-06","City 38","Rajasthan","R019","Enterprise","500000","Active"
"C000159","Priya Nair","customer159@example.com","9000000159","2026-02-07","City 39","Uttar Pradesh","R020","Enterprise","525000","Active"
"C000160","Vijay Kumar","customer160@example.com","9000000160","2026-02-08","City 40","Karnataka","R001","Retail","50000","Active"
"C000161","Aarav Sharma","customer161@example.com","9000000161","2026-02-09","City 41","Tamil Nadu","R002","SMB","75000","Active"
"C000162","Vijay Kumar","customer162@example.com","9000000162","2026-02-10","City 42","Maharashtra","R003","SMB","100000","Active"
"C000163","Priya Nair","customer163@example.com","9000000163","2026-02-11","City 43","Delhi","R004","Enterprise","125000","Active"
"C000164","Vijay Kumar","customer164@example.com","9000000164","2026-02-12","City 44","West Bengal","R005","Enterprise","150000","Active"
"C000165","Vijay Kumar","customer165@example.com","9000000165","2026-02-13","City 45","Telangana","R006","Enterprise","175000","Active"
"C000166","Anitha Iyer","customer166@example.com","9000000166","2026-02-14","City 46","Gujarat","R007","SMB","200000","Active"
"C000167","Karthik Raj","customer167@example.com","9000000167","2026-02-15","City 47","Kerala","R008","SMB","225000","Active"
"C000168","Neha Singh","customer168@example.com","9000000168","2026-02-16","City 48","Rajasthan","R009","SMB","250000","Active"
"C000169","Anitha Iyer","customer169@example.com","9000000169","2026-02-17","City 49","Uttar Pradesh","R010","SMB","275000","Active"
"C000170","Rahul Verma","customer170@example.com","9000000170","2026-02-18","City 50","Karnataka","R011","Retail","300000","Active"
"C000171","Aarav Sharma","customer171@example.com","9000000171","2026-02-19","City 51","Tamil Nadu","R012","SMB","325000","Active"
"C000172","Arjun Rao","customer172@example.com","9000000172","2026-02-20","City 52","Maharashtra","R013","Retail","350000","Active"
"C000173","Arjun Rao","customer173@example.com","9000000173","2026-02-21","City 53","Delhi","R014","SMB","375000","Active"
"C000174","Arjun Rao","customer174@example.com","9000000174","2026-02-22","City 54","West Bengal","R015","SMB","400000","Active"
"C000175","Meera Patel","customer175@example.com","9000000175","2026-02-23","City 55","Telangana","R016","Enterprise","425000","Active"
"C000176","Neha Singh","customer176@example.com","9000000176","2026-02-24","City 56","Gujarat","R017","Enterprise","450000","Active"
"C000177","Rahul Verma","customer177@example.com","9000000177","2026-02-25","City 57","Kerala","R018","Enterprise","475000","Active"
"C000178","Rahul Verma","customer178@example.com","9000000178","2026-02-26","City 58","Rajasthan","R019","SMB","500000","Active"
"C000179","Arjun Rao","customer179@example.com","9000000179","2026-02-27","City 59","Uttar Pradesh","R020","Retail","525000","Active"
"C000180","Priya Nair","customer180@example.com","9000000180","2026-02-28","City 60","Karnataka","R001","Enterprise","50000","Active"
"C000181","Arjun Rao","customer181@example.com","9000000181","2026-03-01","City 61","Tamil Nadu","R002","SMB","75000","Active"
"C000182","Aarav Sharma","customer182@example.com","9000000182","2026-03-02","City 62","Maharashtra","R003","Enterprise","100000","Active"
"C000183","Rahul Verma","customer183@example.com","9000000183","2026-03-03","City 63","Delhi","R004","Retail","125000","Active"
"C000184","Divya Menon","customer184@example.com","9000000184","2026-03-04","City 64","West Bengal","R005","Retail","150000","Active"
"C000185","Priya Nair","customer185@example.com","9000000185","2026-03-05","City 65","Telangana","R006","Retail","175000","Active"
"C000186","Neha Singh","customer186@example.com","9000000186","2026-03-06","City 66","Gujarat","R007","SMB","200000","Inactive"
"C000187","Meera Patel","customer187@example.com","9000000187","2026-03-07","City 67","Kerala","R008","Retail","225000","Active"
"C000188","Vijay Kumar","customer188@example.com","9000000188","2026-03-08","City 68","Rajasthan","R009","Retail","250000","Active"
"C000189","Anitha Iyer","customer189@example.com","9000000189","2026-03-09","City 69","Uttar Pradesh","R010","SMB","275000","Active"
"C000190","Neha Singh","customer190@example.com","9000000190","2026-03-10","City 70","Karnataka","R011","Enterprise","300000","Active"
"C000191","Arjun Rao","customer191@example.com","9000000191","2026-03-11","City 71","Tamil Nadu","R012","Enterprise","325000","Active"
"C000192","Meera Patel","customer192@example.com","9000000192","2026-03-12","City 72","Maharashtra","R013","SMB","350000","Active"
"C000193","Neha Singh","customer193@example.com","9000000193","2026-03-13","City 73","Delhi","R014","Enterprise","375000","Active"
"C000194","Aarav Sharma","customer194@example.com","9000000194","2026-03-14","City 74","West Bengal","R015","SMB","400000","Active"
"C000195","Karthik Raj","customer195@example.com","9000000195","2026-03-15","City 75","Telangana","R016","SMB","425000","Active"
"C000196","Karthik Raj","customer196@example.com","9000000196","2026-03-16","City 76","Gujarat","R017","SMB","450000","Active"
"C000197","Divya Menon","customer197@example.com","9000000197","2026-03-17","City 77","Kerala","R018","Retail","475000","Active"
"C000198","Divya Menon","customer198@example.com","9000000198","2026-03-18","City 78","Rajasthan","R019","SMB","500000","Active"
"C000199","Rahul Verma","customer199@example.com","9000000199","2026-03-19","City 79","Uttar Pradesh","R020","Enterprise","525000","Active"
"C000200","Aarav Sharma","customer200@example.com","9000000200","2026-03-20","City 80","Karnataka","R001","Retail","50000","Active"
"C000201","Rahul Verma","customer201@example.com","9000000201","2026-03-21","City 81","Tamil Nadu","R002","Retail","75000","Active"
"C000202","Anitha Iyer","customer202@example.com","9000000202","2026-03-22","City 82","Maharashtra","R003","Enterprise","100000","Active"
"C000203","Arjun Rao","customer203@example.com","9000000203","2026-03-23","City 83","Delhi","R004","SMB","125000","Active"
"C000204","Rahul Verma","customer204@example.com","9000000204","2026-03-24","City 84","West Bengal","R005","Retail","150000","Active"
"C000205","Rahul Verma","customer205@example.com","9000000205","2026-03-25","City 85","Telangana","R006","SMB","175000","Active"
"C000206","Priya Nair","customer206@example.com","9000000206","2026-03-26","City 86","Gujarat","R007","Retail","200000","Active"
"C000207","Meera Patel","customer207@example.com","9000000207","2026-03-27","City 87","Kerala","R008","Retail","225000","Active"
"C000208","Divya Menon","customer208@example.com","9000000208","2026-03-28","City 88","Rajasthan","R009","SMB","250000","Active"
"C000209","Priya Nair","customer209@example.com","9000000209","2026-03-29","City 89","Uttar Pradesh","R010","Enterprise","275000","Active"
"C000210","Karthik Raj","customer210@example.com","9000000210","2026-03-30","City 90","Karnataka","R011","SMB","300000","Active"
"C000211","Vijay Kumar","customer211@example.com","9000000211","2026-03-31","City 91","Tamil Nadu","R012","SMB","325000","Active"
"C000212","Arjun Rao","customer212@example.com","9000000212","2026-04-01","City 92","Maharashtra","R013","SMB","350000","Active"
"C000213","Rahul Verma","customer213@example.com","9000000213","2026-04-02","City 93","Delhi","R014","Retail","375000","Active"
"C000214","Karthik Raj","customer214@example.com","9000000214","2026-04-03","City 94","West Bengal","R015","Enterprise","400000","Active"
"C000215","Rahul Verma","customer215@example.com","9000000215","2026-04-04","City 95","Telangana","R016","Retail","425000","Active"
"C000216","Arjun Rao","customer216@example.com","9000000216","2026-04-05","City 96","Gujarat","R017","Retail","450000","Active"
"C000217","Arjun Rao","customer217@example.com","9000000217","2026-04-06","City 97","Kerala","R018","Enterprise","475000","Inactive"
"C000218","Anitha Iyer","customer218@example.com","9000000218","2026-04-07","City 98","Rajasthan","R019","SMB","500000","Active"
"C000219","Divya Menon","customer219@example.com","9000000219","2026-04-08","City 99","Uttar Pradesh","R020","Retail","525000","Active"
"C000220","Divya Menon","customer220@example.com","9000000220","2026-04-09","City 100","Karnataka","R001","SMB","50000","Active"
"C000221","Divya Menon","customer221@example.com","9000000221","2026-04-10","City 101","Tamil Nadu","R002","Retail","75000","Active"
"C000222","Priya Nair","customer222@example.com","9000000222","2026-04-11","City 102","Maharashtra","R003","Enterprise","100000","Active"
"C000223","Divya Menon","customer223@example.com","9000000223","2026-04-12","City 103","Delhi","R004","Enterprise","125000","Active"
"C000224","Priya Nair","customer224@example.com","9000000224","2026-04-13","City 104","West Bengal","R005","Retail","150000","Active"
"C000225","Anitha Iyer","customer225@example.com","9000000225","2026-04-14","City 105","Telangana","R006","SMB","175000","Active"
"C000226","Neha Singh","customer226@example.com","9000000226","2026-04-15","City 106","Gujarat","R007","Retail","200000","Active"
"C000227","Neha Singh","customer227@example.com","9000000227","2026-04-16","City 107","Kerala","R008","Retail","225000","Active"
"C000228","Anitha Iyer","customer228@example.com","9000000228","2026-04-17","City 108","Rajasthan","R009","SMB","250000","Active"
"C000229","Neha Singh","customer229@example.com","9000000229","2026-04-18","City 109","Uttar Pradesh","R010","Enterprise","275000","Active"
"C000230","Priya Nair","customer230@example.com","9000000230","2026-04-19","City 110","Karnataka","R011","Enterprise","300000","Active"
"C000231","Arjun Rao","customer231@example.com","9000000231","2026-04-20","City 111","Tamil Nadu","R012","Retail","325000","Active"
"C000232","Neha Singh","customer232@example.com","9000000232","2026-04-21","City 112","Maharashtra","R013","Retail","350000","Active"
"C000233","Priya Nair","customer233@example.com","9000000233","2026-04-22","City 113","Delhi","R014","Retail","375000","Active"
"C000234","Neha Singh","customer234@example.com","9000000234","2026-04-23","City 114","West Bengal","R015","SMB","400000","Active"
"C000235","Neha Singh","customer235@example.com","9000000235","2026-04-24","City 115","Telangana","R016","SMB","425000","Active"
"C000236","Priya Nair","customer236@example.com","9000000236","2026-04-25","City 116","Gujarat","R017","SMB","450000","Active"
"C000237","Priya Nair","customer237@example.com","9000000237","2026-04-26","City 117","Kerala","R018","Retail","475000","Active"
"C000238","Vijay Kumar","customer238@example.com","9000000238","2026-04-27","City 118","Rajasthan","R019","SMB","500000","Active"
